ChainID,store_num,address,address2,city,state,zip,latitude,longitude,phone,hours,departments,New Store,Open Date,Comments
8,315,1245 Bald Hill Rd #17,Bald Hill Plaza,Warwick,RI,2886,41.70745,-71.4934,401-823-8080,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY$RUN,N,NULL,
8,316,8125 E. Kellog,Eastgate Shopping Center,Wichita,KS,67207,37.6792,-97.2419,316-681-0286,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,317,2700 Potomac Mls Cir #307,Potomac Mills Mall,Woodbridge,VA,22192,38.6425,-77.29395,703-490-5660,"Sun: 11:00am-6:00pm, Mon-Thu: 10:00am-9:00pm, Fri-Sat: 10:00am-9:00pm",LAY,N,NULL,
8,318,10749 Innovation Drive,Austin Landing,Miamisburg,OH,45342,39.60068,-84.23298,937-866-4529,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY,N,"Thursday, October 17, 2013",
8,319,17100 Mercantile Blvd.,Story Creek Marketplace,Noblesville,IN,46060,40.03911,-85.99545,317-770-8130,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,320,4600 Chapel Hill Blvd,Oak Creek Village Shopping Center,Durham,NC,27707,35.96226373,-78.97911429,919-489-6111,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY$RUN,N,NULL,
8,321,7020 Quaker Ave,Lubbock Shopping Center,Lubbock,TX,79424,33.5309,-101.9033,806-797-0851,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,322,1200 University Drive,Maplewood Plaza,Coral Springs,FL,33071,26.245043,-80.25394,954-346-9200,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,324,832 Plaza Blvd,NULL,Lancaster,PA,17601,40.0628,-76.3405,717-295-1992,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,325,300 Providence Highway,Dedham Mall,Dedham,MA,2026,42.25104,-71.1712,781-461-9896,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,326,300 Andover St,Off Route 114,Peabody,MA,1960,42.5481,-70.9528,978-532-4028,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,327,14150 Nicollet Ave So.,Cobblestone Court ,Burnsville,MN,55337,44.7466,-93.27805,952-892-8820,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,NULL,
8,328,2089 Old Hudson Rd.,Sun Ray Shopping Center,St. Paul,MN,55119,44.9507,-93.0057,651-738-7746,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,329,12129 Manchester Rd,Olympic Oaks Village,Des Peres,MO,63131,38.5982,-90.4493,314-965-4010,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$RUN,N,NULL,
8,330,6625 N Davis Hwy,Tradewinds Shopping Center,Pensacola,FL,32504,30.49356,-87.2228,850-476-0333,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY,N,NULL,
8,331,3421 Tittabawassee,West Valley Shop Center,Saginaw,MI,48604,43.4797,-83.9756,989-799-4820,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-9:30pm",,N,NULL,
8,332,2146 Henderson Mill Rd,Briarcliff Vlg Shopping Center,Atlanta,GA,30345,33.8455,-84.2577,770-491-6076,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,334,2829 Battleground Ave,NULL,Greensboro,NC,27408,36.1078,-79.8278,336-288-2884,"Sun: 11:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",LAY,N,NULL,
8,335,820 Woods Crossing Rd , Cross Point Plaza,Greenville,SC,29607,34.84797,-82.33787, 864-234-4632 ,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Thursday, October 17, 2013",
8,336,8228 East 61st St,Manchester Sq ShpCenter,Tulsa,OK,74133,36.0788,-95.8862,918-250-1093,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,337,5555 South Brainard St.,Salem Square Shopping Center,Countryside,IL,60525,41.78778,-87.87682,708-354-5113,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY$RUN,N,NULL,
8,338,2543 Main Street,Yakima Valley Mall,Union Gap,WA,98903,46.56929,-120.47826,509-469-0700,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,339,"321 Forum Drive, Ste 2",NULL,Columbia,SC,29229,34.130004,-80.874836,803-788-7216,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,"Thursday, August 17, 2006",
8,340,13833 Hall Road,Hall Road Crossing,Shelby Township,MI,48315,42.62757,-82.99135,586-247-1530,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,341,1454 Turner McCall Blvd. SW,Riverbend Market Center,Rome,GA,30161,34.25225,-85.16337,706-295-0265,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,342,9100 N. Rodney Parham Rd.,Ashley Square,Little Rock,AR,72205,34.757,-92.37365,501-225-6240,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,343,3805 Southwest 117 St,Canyon Place,Beaverton,OR,97005,45.49004,-122.79689,503-641-1828,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,344,4101 Roswell Rd NE,Providence Square,Marietta,GA,30062,33.98374,-84.42817,770-977-5611,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$HOM$RUN,N,NULL,
8,345,268 Daniel Webster Hwy,Webster Square SC,Nashua,NH,3060,42.70707,-71.44,603-888-5962,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,"Thursday, March 14, 2013",
8,346,173 South Rt. 73,Marlton Crossing Shopping Center,Marlton,NJ,8053,39.87376,-74.92219,856-810-7880,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY$RUN,N,NULL,
8,348,3349 Monroe Ave,Pittsford Plaza,Pittsford,NY,14618,43.1003,-77.5361,585-248-2220,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,349,4890 Integrity Way,T.J. Maxx Plaza,Appleton,WI,54913,44.272176,-88.477303,920-730-1848,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,"Thursday, August 17, 2006",
8,350,"1800 S. Loop 288, Suite 105, Building 1",101,Denton,TX,76205,33.18843,-97.09814,940-565-9579,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,351,1536 Southlake Parkway,Southlake Festival S/C,Morrow,GA,30260,33.5721,-84.3426,770-961-5281,"Sun: 11:00am-8:00pm, Mon-Sat: 9:30am-9:30pm",LAY,N,NULL,
8,352,1009 West Lane Rd,Machesney Crossing,Machesney Park,IL,61115,42.366052,-89.028491,815-639-4668,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,353,2391 US Hwy. 93 North,Mountain View Shopping Ctr.,Kalispell,MT,59901,48.23866,-114.32703,406-755-7026,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,354,5075 Morgantown Road,Cross Pointe Centre,Fayetteville,NC,28314,35.0708,-78.9655,910-864-9454,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,355,7404 Sw 34 Street,The Summit,Amarillo,TX,79121,35.1763,-101.92,806-358-6281,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,356,"590 Amherst St., Suite A",NULL,Nashua,NH,3063,42.7991,-71.5343,603-578-9450,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,357,2801 Veterans Parkway,White Oaks Plaza,Springfield,IL,62704,39.765334,-89.707452,217-546-6703,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,358,3042 Holiday Dr,Algiers Plaza,New Orleans,LA,70131,29.92282,-90.012085, 504-393-1400 ,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,n,"Thursday, August 21, 2014",
8,360,330 Howe Avenue,The Plaza At Chapel Hill,Cuyahoga Falls,OH,44221,41.11877,-81.48376,330-928-7520,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,361,3897 Medina Road,West Market Plaza,Fairlawn,OH,44333,41.13791,-81.63947,330-666-1195,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,363,11029 Roosevelt Way Ne,Northgate Village,Seattle,WA,98125,47.7078,-122.3172,206-363-9511,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,364,3851 Mexico Road,Cave Springs Shopping Center,St. Charles,MO,63301,38.78975028,-90.5631566,636-926-2606,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,365,7400 Abercorn Suite 601,Savannah  Center,Savannah,GA,31406,32.00729,-81.11062,912-352-4550,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,366,2070 Interchange Rd,Millcreek Plaza,Erie,PA,16565,42.0731,-80.1251,814-868-8581,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,367,2245 Walker Lake Road,Ontario Towne Center,Mansfield,OH,44903,40.78829,-82.59531,419-747-3483,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,368,6716 Black Horse Pike,Circle Plaza Shop Center,Egg Harbor Twnshp,NJ,8234,39.4078,-74.565,609-645-7775,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-9:30pm",LAY,N,NULL,
8,369,9125 West Broad Street,T.J. Maxx On Broad,Richmond,VA,23294,37.6326,-77.5469,804-346-3113,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,370,808 New Los Angeles Ave.,Moorpark Market Place,Moorpark,CA,93021,34.27829,-118.88216,805-529-9582,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,371,9616 Reisterstown Rd,Valley Centre,Owings Mills,MD,21117,39.4053,-76.7613,410-363-0855,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,372,137 Teaticket Hwy (Rt 28),The Falmouth Mall,East Falmouth,MA,2536,41.56265,-70.59539,508-457-0911,"Sun: 9:00am-8:00pm, Mon-Sat: 9:00am-9:30pm",,N,NULL,
8,373,400 N. 48th Street,NULL,Lincoln,NE,68504,40.8172,-96.6535,402-467-3810,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,374,"11720 Medlock Bridge Road, Suite 530",NULL,John?s Creek ,GA,30097,34.06697,-84.16936,678-474-0824,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$RUN,N,NULL,
8,375,2965 S. 25th East,Teton Spectrum,Idaho Falls,ID,83406,43.48215,-111.98338,208-528-6202,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,376,8101 N E Parkway Dr,Vancouver Park Place,Vancouver,WA,98662,45.6541,-122.5917,360-256-9606,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,377,3809 N E  163 Street,Intra Coastal Mall,N Miami Beach,FL,33160,25.93068,-80.13499,305-944-8660,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL,N,NULL,
8,378,5838 Grape Road,Indiana Ridge Plaza,Mishawaka,IN,46545,41.71433,-86.1862,574-277-5571,"Sun: 11:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",LAY,N,NULL,
8,379,1259 Promenade Place,Eagan Promenade,Eagan,MN,55122,44.8319,-93.164,651-905-9551,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,380,2200 Hamilton Place Blvd,Hamilton Place Mall,Chattanooga,TN,37421,35.03761,-85.15628,423-894-4190,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,381,928 Freeport Rd,Freeport Rd & Fox Chapel Rd,Pittsburgh,PA,15238,40.48797,-79.88474,412-781-6100,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$LAY,N,NULL,
8,382,43175 Crescent Blvd,Novi Town Center,Novi,MI,48375,42.48402957,-83.47280145,248-348-7700,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,383,1850 Douglas Blvd #800,T.J. Maxx Plaza,Roseville,CA,95661,38.7441,-121.2691,916-783-7775,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-9:30pm",,N,NULL,
8,384,3675 Satellite Blvd,Gwinnett Market Fair,Duluth,GA,30096,33.95927,-84.13609,770-497-1049,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,385,3009 Waldorf Market Place,Waldorf Market Place,Waldorf,MD,20602,38.606,-76.927,301-638-9470,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY,N,NULL,
8,386,4340 13th Ave Sw,NULL,Fargo,ND,58103,46.8616,-96.8508,701-277-1435,"Sun: 12:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,387,2832 Division Street,Division Plc Fashion Center,St. Cloud,MN,56301,45.553,-94.193,320-259-1312,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,388,1812 Sam Rittenberg Hwy,Westwood Plaza,West Charleston,SC,29407,32.80188,-80.01805,843-763-6652,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,391,8903 Glades Rd Bldg F,Somerset Shoppes,Boca Raton,FL,33434,26.3675,-80.1872,561-479-4035,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",RUN,N,NULL,
8,392,388 N. Congress Ave,Oakwood Square,Boynton Beach,FL,33426,26.5249,-80.09,561-734-1900,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,393,344 North Main Street,Lacey Mall,Forked River (Lacey Township),NJ,8731,39.852628,-74.181626,609-242-6735,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:00pm, Fri-Sat: 9:00am-10:00pm",,N,"Thursday, May 20, 2010",
8,394,8510 N. Evanston Road,Liberty Town Center,Kansas City,MO,64157,39.246509,-94.457875,816-415-2425,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,395,1238 Putty Hill Avenue,Towson Marketplace,Towson,MD,21204,39.39461,-76.58276,410-296-5859,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",DEL$LAY,N,NULL,
8,396,44 Spring Vly Marketplace,Spring Valley Marketplace,Spring Valley,NY,10977,41.1045,-74.03116,845-352-1839,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,397,18045 Chatsworth Street ,NULL,Granada Hills,CA,91344,34.2636,-118.5227,818-360-6433,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,398,3201 Mission College Blvd.,Mercado Shopping Center,Santa Clara,CA,95054,37.3883,-121.98428,408-980-9607,"Sun:9:00am-10pm,Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:00am-10:00pm",HOM,N,NULL,
8,399,1437 East Katella Ave,Tustin Ave & Katella Ave,Orange,CA,92867,33.81004,-117.83585,714-744-2429,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,400,365 Massachusetts Ave,NULL,Acton,MA,1720,42.4751548,-71.450216,978-263-0196,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$RUN,N,NULL,
8,401,1825 Hillsdale Ave,NULL,San Jose,CA,95124,37.2612,-121.9188,408-266-1110,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,402,1850 South Grant St,NULL,San Mateo,CA,94402,37.5541,-122.3059,650-349-9544,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,403,5000 Dublin Boulevard,Hacienda Crossing,Dublin,CA,94568,37.7016,-121.8876,925-803-8440,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,404,43519 Boscell Road,Pacific Commons,Fremont,CA,94538,37.50534,-121.968,510-661-9857 ,"Sun: 11:00am-9:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,NULL,
8,405,1 Wal Mart Plaza Suite 71,Wal Mart Plaza,Clinton,NJ,8809,40.628679,-74.920999,908-730-9030,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,406,1274 Auto Park Way,Escondido Promenade,Escondido,CA,92029,33.1155,-117.0978,760-746-9528,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,407,4366 S. College Ave #F,The Pavillion,Ft. Collins,CO,80525,40.5272,-105.0761,970-229-9444,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,408,784n W. Street Rd,Center Point Place,Warminster,PA,18974,40.2114,-75.0925,215-674-4786,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,409,S. 3670 Mckinley Parkway,NULL,Hamburg,NY,14219,42.7879,-78.81334,716-824-3465,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,410,Suite 252,701 North Milwaukee Ave,Vernon Hills,IL,60061,42.2447,-87.9517,847-816-8118,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,411,11500 Midlothian Tpke,Chesterfield Towne Center,Richmond,VA,23238,37.50315,-77.60822,804-594-0190,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM$LAY,N,"Thursday, May 26, 2011",
8,412,10B State Road 23,Tri-State Mall,Montague,NJ,7827,41.34723,-74.68824,973-293-7660,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,413,7572 Voice of America Center Drive,Voice of America Center,West Chester,OH,45069,39.358284,-84.361702,513-779-1419,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,414,10850 Lincoln Trail,Crossroads Center,Fairview Heights,IL,62208,38.5934,-89.9775,618-397-6633,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,415,8345 W Franklin Road,Franklin Town Plaza,Boise,ID,83709,43.6049,-116.28586,208-376-1878,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$HOM,N,NULL,
8,416,221 N Comrie Ave,Johnstown SC,Johnstown,NY,12095,43.014836,-74.363,518-762-2396,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",LAY,N,"Thursday, March 06, 2014",
8,417,2314 Remi Dr.,The Avenue,Melbourne (Viera),FL,32940,28.23871,-80.72735,321-433-3256,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,NULL,
8,418,1251 Industrial Road,San Carlos Marketplace,San Carlos,CA,94070,37.503938,-122.247156,650-508-8381,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,NULL,
8,419,200 S Creasy Ln Ste 2000S,Lafayette Pavillions (Relocation),Lafayette,IN,47905,40.415469,-86.84109,765-447-0902,"Sun: 11:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,"Thursday, September 14, 2006",
8,420,3076 North Water St,Brettwood Village,Decatur,IL,62526,39.87834,-88.95511,217-875-7380,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,421,2631 Macarthur Road,NULL,Whitehall,PA,18052,40.6396,-75.4984,610-266-6172,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,422,11370 SE 82nd Ave,NULL,Happy Valley,OR,97086,45.4435,-122.5772,503-653-7913,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,423,63 Consumer Square,NULL,Plattsburgh,NY,12901,44.6966,-73.4908,518-566-0344,"Sun: 10:00am-8:00pm, Mon-Thu: 9:00am-9:30pm, Fri-Sat: 9:00am-10:00pm",,N,NULL,
8,424,8546 SW 24th St.,Westchester Mall,Miami,FL,33144,25.747072,-80.334979,305-220-1085,"Sun: 10:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,425,11151 183rd St,Cerritos Best Plaza,Cerritos,CA,90703,33.8666,-118.0927,562-402-3630,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,"Thursday, October 29, 2015",
8,426,909 West Arrow Highway,Arrow Hwy & 57 Fwy,San Dimas,CA,91773,34.1064,-117.82,909-592-0066,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,427,4026 East 53rd Street,No. Ridge Shopping Center,Davenport,IA,52807,41.57636,-90.51967,563-459-0102,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,428,30965 Five Mile Rd,Livonia Plaza,Livonia,MI,48154,42.397742,-83.349634,734-427-5400,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,429,905 Great East Plaza,Great East Plaza,Niles,OH,44446,41.2133,-80.7577,330-544-5715,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",$LAY,N,NULL,
8,431,7 Neponset Street,Greendale Mall,Worcester,MA,1606,42.29635,-71.80115,508-595-9640,"Sun: 11:00am-6:00pm, Mon-Sat: 9:30am-9:00pm",HOM,N,NULL,
8,432,Southbridge Street,Auburn Plaza,Auburn,MA,1501,42.18277,-71.85832,508-832-5361,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",LAY,N,NULL,
8,433,649 Broadway,Broadway Shopping Center,Bangor,ME,4401,44.818983,-68.813733,207-942-2752,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",HOM,N,NULL,
8,434,670 Long Hill Road,Groton Shopping Center,Groton,CT,6340,41.34976,-72.05547,860-405-1005,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
8,436,116 March Ave,T J Maxx Plaza,Manchester,NH,3103,42.9619,-71.4439,603-668-0373,"Sun: 11:00am-8:00pm, Mon-Thu: 9:30am-9:30pm, Fri-Sat: 9:30am-10:00pm",,N,NULL,
